sample_index,scenario_id,source_path,focus_agent_id,candidate_agent_id,candidate_index,event_step,query_step,lead_steps,relation,response,eligible,delta_arrival_time_s,pet_s,spatial_min_dist_m,num_positives,num_hard_negatives,num_negatives,trainable_anchor
18243,ea41366cedd99c91,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea41366cedd99c91_focus_700_src1.npz,700,705,9,44,34,10,other_follows_focus,maintains,1,0.0,8.0,6.063393592834473,2,1,4,1
18244,ea41366cedd99c91,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea41366cedd99c91_focus_700_src1.npz,700,705,9,44,24,20,other_follows_focus,maintains,1,0.0,8.0,6.063393592834473,2,0,4,0
18245,ea41366cedd99c91,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea41366cedd99c91_focus_700_src1.npz,700,703,10,61,51,10,other_follows_focus,maintains,1,0.0,4.400000095367432,11.749275207519531,2,1,4,1
18246,ea41366cedd99c91,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea41366cedd99c91_focus_700_src1.npz,700,703,10,61,41,20,other_follows_focus,maintains,1,0.0,4.400000095367432,11.749275207519531,2,0,4,0
18247,ea41366cedd99c91,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea41366cedd99c91_focus_700_src1.npz,700,703,10,61,31,30,other_follows_focus,maintains,1,0.0,4.400000095367432,11.749275207519531,2,0,4,0
18248,ea46cce2ddd4c248,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea46cce2ddd4c248_focus_622_src3.npz,622,572,1,76,66,10,converging_conflict,ambiguous,0,0.699999988079071,0.699999988079071,0.16068853437900543,0,0,0,0
18249,ea46cce2ddd4c248,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea46cce2ddd4c248_focus_622_src3.npz,622,572,1,76,56,20,converging_conflict,ambiguous,0,0.699999988079071,0.699999988079071,0.16068853437900543,0,0,0,0
18250,ea46cce2ddd4c248,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea46cce2ddd4c248_focus_622_src3.npz,622,572,1,76,46,30,converging_conflict,ambiguous,0,0.699999988079071,0.699999988079071,0.16068853437900543,0,0,0,0
18251,ea46cce2ddd4c248,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea46cce2ddd4c248_focus_622_src3.npz,622,574,2,76,66,10,converging_conflict,ambiguous,0,0.800000011920929,0.800000011920929,3.423909902572632,0,0,0,0
18252,ea46cce2ddd4c248,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea46cce2ddd4c248_focus_622_src3.npz,622,574,2,76,56,20,converging_conflict,ambiguous,0,0.800000011920929,0.800000011920929,3.423909902572632,0,0,0,0
18253,ea46cce2ddd4c248,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea46cce2ddd4c248_focus_622_src3.npz,622,574,2,76,46,30,converging_conflict,ambiguous,0,0.800000011920929,0.800000011920929,3.423909902572632,0,0,0,0
18254,ea6e384c0dc72e40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea6e384c0dc72e40_focus_1658_src2.npz,1658,1638,1,79,69,10,other_leads_focus,maintains,1,1.0,1.0,0.6007413864135742,2,4,4,1
18255,ea6e384c0dc72e40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea6e384c0dc72e40_focus_1658_src2.npz,1658,1638,1,79,59,20,other_leads_focus,ambiguous,0,1.0,1.0,0.6007413864135742,0,0,0,0
18256,ea6e384c0dc72e40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea6e384c0dc72e40_focus_1658_src2.npz,1658,1638,1,79,49,30,other_leads_focus,ambiguous,0,1.0,1.0,0.6007413864135742,0,0,0,0
18257,ea6e384c0dc72e40,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea6e384c0dc72e40_focus_1658_src2.npz,1658,1636,4,37,27,10,other_follows_focus,maintains,1,-0.6000000238418579,0.6000000238418579,3.4968278408050537,2,4,4,1
18258,ea7ad28a09cb901,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea7ad28a09cb901_focus_1574_src5.npz,1574,1557,1,43,33,10,other_leads_focus,ambiguous,0,0.0,7.400000095367432,2.7493138313293457,0,0,0,0
18259,ea7ad28a09cb901,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea7ad28a09cb901_focus_1574_src5.npz,1574,1557,1,43,23,20,other_leads_focus,ambiguous,0,0.0,7.400000095367432,2.7493138313293457,0,0,0,0
18260,ea7ad28a09cb901,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea7ad28a09cb901_focus_1574_src5.npz,1574,4202,10,45,35,10,other_leads_focus,ambiguous,0,0.0,7.300000190734863,3.6622769832611084,0,0,0,0
18261,ea7ad28a09cb901,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea7ad28a09cb901_focus_1574_src5.npz,1574,4202,10,45,25,20,other_leads_focus,ambiguous,0,0.0,7.300000190734863,3.6622769832611084,0,0,0,0
18262,ea7ad28a09cb901,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea7ad28a09cb901_focus_1574_src5.npz,1574,1560,11,58,48,10,other_leads_focus,decelerates,1,0.0,7.400000095367432,16.950157165527344,2,4,4,1
18263,ea7ad28a09cb901,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea7ad28a09cb901_focus_1574_src5.npz,1574,1560,11,58,38,20,other_leads_focus,decelerates,1,0.0,7.400000095367432,16.950157165527344,2,4,4,1
18264,ea7ad28a09cb901,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea7ad28a09cb901_focus_1574_src5.npz,1574,1560,11,58,28,30,other_leads_focus,decelerates,1,0.0,7.400000095367432,16.950157165527344,2,4,4,1
18265,ea81a304899ec4fc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea81a304899ec4fc_focus_1524_src0.npz,1524,1537,5,85,75,10,other_leads_focus,maintains,1,0.0,8.0,10.112320899963379,2,1,4,1
18266,ea81a304899ec4fc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea81a304899ec4fc_focus_1524_src0.npz,1524,1537,5,85,65,20,other_leads_focus,maintains,1,0.0,8.0,10.112320899963379,2,0,4,0
18267,ea81a304899ec4fc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea81a304899ec4fc_focus_1524_src0.npz,1524,1537,5,85,55,30,other_leads_focus,maintains,1,0.0,8.0,10.112320899963379,2,2,4,1
18268,ea88bb8fdd15cd63,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea88bb8fdd15cd63_focus_2_src1.npz,2,8,26,32,22,10,other_follows_focus,maintains,1,0.0,3.0999999046325684,4.204625129699707,2,4,4,1
18269,ea91d98f6642b7b9,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea91d98f6642b7b9_focus_2538_src4.npz,2538,2354,22,61,51,10,other_leads_focus,ambiguous,0,0.0,8.0,17.43661117553711,0,0,0,0
18270,ea91d98f6642b7b9,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea91d98f6642b7b9_focus_2538_src4.npz,2538,2354,22,61,41,20,other_leads_focus,ambiguous,0,0.0,8.0,17.43661117553711,0,0,0,0
18271,ea91d98f6642b7b9,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea91d98f6642b7b9_focus_2538_src4.npz,2538,2354,22,61,31,30,other_leads_focus,ambiguous,0,0.0,8.0,17.43661117553711,0,0,0,0
18272,ea981403746a3168,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea981403746a3168_focus_575_src0.npz,575,606,1,41,31,10,other_follows_focus,decelerates,1,0.0,5.300000190734863,0.03370232507586479,2,4,4,1
18273,ea981403746a3168,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea981403746a3168_focus_575_src0.npz,575,606,1,41,21,20,other_follows_focus,decelerates,1,0.0,5.300000190734863,0.03370232507586479,2,4,4,1
18274,ea981403746a3168,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea981403746a3168_focus_575_src0.npz,575,569,10,35,25,10,other_leads_focus,decelerates,1,0.0,8.0,9.588136672973633,2,4,4,1
18275,ea9b7337c6590ceb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9b7337c6590ceb_focus_1878_src3.npz,1878,1165,1,74,64,10,converging_conflict,ambiguous,0,1.399999976158142,1.399999976158142,0.5453001260757446,0,0,0,0
18276,ea9b7337c6590ceb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9b7337c6590ceb_focus_1878_src3.npz,1878,1165,1,74,54,20,converging_conflict,ambiguous,0,1.399999976158142,1.399999976158142,0.5453001260757446,0,0,0,0
18277,ea9b7337c6590ceb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9b7337c6590ceb_focus_1878_src3.npz,1878,1165,1,74,44,30,converging_conflict,ambiguous,0,1.399999976158142,1.399999976158142,0.5453001260757446,0,0,0,0
18278,ea9b7337c6590ceb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9b7337c6590ceb_focus_1878_src3.npz,1878,1164,2,37,27,10,other_leads_focus,maintains,1,1.0,1.0,3.887402296066284,2,4,4,1
18279,ea9b7337c6590ceb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9b7337c6590ceb_focus_1878_src3.npz,1878,1166,3,48,38,10,converging_conflict,goes_first,1,-1.5,1.5,3.450157403945923,2,0,4,0
18280,ea9b7337c6590ceb,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9b7337c6590ceb_focus_1878_src3.npz,1878,1166,3,48,28,20,converging_conflict,goes_first,1,-1.5,1.5,3.450157403945923,2,0,4,0
18281,ea9c832074ddb4b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9c832074ddb4b_focus_3403_src2.npz,3403,3401,12,42,22,20,other_leads_focus,maintains,1,0.0,1.2000000476837158,10.970892906188965,2,1,4,1
18282,ea9c832074ddb4b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9c832074ddb4b_focus_3403_src2.npz,3403,3305,15,57,47,10,other_leads_focus,maintains,1,0.0,8.0,15.666770935058594,2,0,4,0
18283,ea9c832074ddb4b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9c832074ddb4b_focus_3403_src2.npz,3403,3305,15,57,37,20,other_leads_focus,maintains,1,0.0,8.0,15.666770935058594,2,0,4,0
18284,ea9c832074ddb4b,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/ea9c832074ddb4b_focus_3403_src2.npz,3403,3305,15,57,27,30,other_leads_focus,maintains,1,0.0,8.0,15.666770935058594,2,0,4,0
18285,eacf1971452f7261,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eacf1971452f7261_focus_6119_src6.npz,6119,1544,1,69,59,10,other_follows_focus,ambiguous,0,0.0,4.099999904632568,0.06242293119430542,0,0,0,0
18286,eacf1971452f7261,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eacf1971452f7261_focus_6119_src6.npz,6119,1544,1,69,49,20,other_follows_focus,ambiguous,0,0.0,4.099999904632568,0.06242293119430542,0,0,0,0
18287,eacf1971452f7261,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eacf1971452f7261_focus_6119_src6.npz,6119,1544,1,69,39,30,other_follows_focus,ambiguous,0,0.0,4.099999904632568,0.06242293119430542,0,0,0,0
18288,eae58ba1cbd9961d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eae58ba1cbd9961d_focus_3212_src1.npz,3212,2001,1,51,41,10,other_follows_focus,maintains,1,0.0,4.599999904632568,0.046095386147499084,2,1,4,1
18289,eae58ba1cbd9961d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eae58ba1cbd9961d_focus_3212_src1.npz,3212,2001,1,51,31,20,other_follows_focus,maintains,1,0.0,4.599999904632568,0.046095386147499084,2,1,4,1
18290,eae58ba1cbd9961d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eae58ba1cbd9961d_focus_3212_src1.npz,3212,2001,1,51,21,30,other_follows_focus,maintains,1,0.0,4.599999904632568,0.046095386147499084,2,2,4,1
18291,eae58ba1cbd9961d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eae58ba1cbd9961d_focus_3212_src1.npz,3212,1993,10,36,26,10,other_leads_focus,maintains,1,0.0,8.0,12.15506362915039,2,0,4,0
18292,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1058,1,67,57,10,other_follows_focus,maintains,1,-2.200000047683716,2.200000047683716,0.20677265524864197,2,4,4,1
18293,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1058,1,67,47,20,other_follows_focus,maintains,1,-2.200000047683716,2.200000047683716,0.20677265524864197,2,4,4,1
18294,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1058,1,67,37,30,other_follows_focus,maintains,1,-2.200000047683716,2.200000047683716,0.20677265524864197,2,4,4,1
18295,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1056,7,60,50,10,other_leads_focus,maintains,1,2.299999952316284,2.299999952316284,3.3606224060058594,2,3,4,1
18296,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1056,7,60,40,20,other_leads_focus,maintains,1,2.299999952316284,2.299999952316284,3.3606224060058594,0,0,4,0
18297,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1056,7,60,30,30,other_leads_focus,ambiguous,0,2.299999952316284,2.299999952316284,3.3606224060058594,0,0,0,0
18298,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1044,8,67,57,10,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,0.06003380939364433,2,1,4,1
18299,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1044,8,67,47,20,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,0.06003380939364433,2,3,4,1
18300,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1044,8,67,37,30,other_leads_focus,maintains,1,1.7999999523162842,1.7999999523162842,0.06003380939364433,2,4,4,1
18301,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1045,10,63,53,10,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,3.9616901874542236,2,3,4,1
18302,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1045,10,63,43,20,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,3.9616901874542236,2,4,4,1
18303,eaf55b0e6e5c89dc,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf55b0e6e5c89dc_focus_1050_src1.npz,1050,1045,10,63,33,30,other_leads_focus,maintains,1,1.2999999523162842,1.2999999523162842,3.9616901874542236,2,4,4,1
18304,eaf6806d47d67105,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf6806d47d67105_focus_963_src0.npz,963,2703,1,70,60,10,other_leads_focus,ambiguous,0,2.0,2.0,1.7328156232833862,0,0,0,0
18305,eaf6806d47d67105,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf6806d47d67105_focus_963_src0.npz,963,2703,1,70,50,20,other_leads_focus,ambiguous,0,2.0,2.0,1.7328156232833862,0,0,0,0
18306,eaf6806d47d67105,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf6806d47d67105_focus_963_src0.npz,963,2703,1,70,40,30,other_leads_focus,ambiguous,0,2.0,2.0,1.7328156232833862,0,0,0,0
18307,eaf6806d47d67105,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf6806d47d67105_focus_963_src0.npz,963,964,8,58,48,10,other_follows_focus,ambiguous,0,-2.9000000953674316,2.9000000953674316,0.18072284758090973,0,0,0,0
18308,eaf6806d47d67105,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf6806d47d67105_focus_963_src0.npz,963,964,8,58,38,20,other_follows_focus,ambiguous,0,-2.9000000953674316,2.9000000953674316,0.18072284758090973,0,0,0,0
18309,eaf6806d47d67105,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eaf6806d47d67105_focus_963_src0.npz,963,964,8,58,28,30,other_follows_focus,ambiguous,0,-2.9000000953674316,2.9000000953674316,0.18072284758090973,0,0,0,0
18310,eafcc9241ba566ad,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eafcc9241ba566ad_focus_1917_src0.npz,1917,1918,1,87,77,10,other_leads_focus,maintains,1,0.0,1.7000000476837158,14.904866218566895,2,0,4,0
18311,eafcc9241ba566ad,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eafcc9241ba566ad_focus_1917_src0.npz,1917,1918,1,87,67,20,other_leads_focus,maintains,1,0.0,1.7000000476837158,14.904866218566895,2,0,4,0
18312,eafcc9241ba566ad,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eafcc9241ba566ad_focus_1917_src0.npz,1917,1918,1,87,57,30,other_leads_focus,ambiguous,0,0.0,1.7000000476837158,14.904866218566895,0,0,0,0
18313,eb0d6afcef010869,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb0d6afcef010869_focus_268_src1.npz,268,266,5,33,23,10,other_leads_focus,maintains,1,0.20000000298023224,0.20000000298023224,2.9472672939300537,2,4,4,1
18314,eb0d6afcef010869,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb0d6afcef010869_focus_268_src1.npz,268,2451,7,31,21,10,converging_conflict,goes_first,1,-2.799999952316284,2.799999952316284,2.8297364711761475,2,2,4,1
18315,eb0d6afcef010869,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb0d6afcef010869_focus_268_src1.npz,268,273,9,38,28,10,converging_conflict,goes_first,1,-1.899999976158142,1.899999976158142,0.33253926038742065,2,3,4,1
18316,eb44aafa74bd8fb0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb44aafa74bd8fb0_focus_825_src0.npz,825,828,8,29,19,10,other_leads_focus,decelerates,1,0.0,5.400000095367432,7.5725321769714355,2,4,4,1
18317,eb44aafa74bd8fb0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb44aafa74bd8fb0_focus_825_src0.npz,825,823,10,46,36,10,other_leads_focus,ambiguous,0,0.0,7.400000095367432,15.701547622680664,0,0,0,0
18318,eb44aafa74bd8fb0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb44aafa74bd8fb0_focus_825_src0.npz,825,823,10,46,26,20,other_leads_focus,ambiguous,0,0.0,7.400000095367432,15.701547622680664,0,0,0,0
18319,eb44aafa74bd8fb0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb44aafa74bd8fb0_focus_825_src0.npz,825,833,11,42,32,10,other_leads_focus,ambiguous,0,0.0,7.400000095367432,15.716768264770508,0,0,0,0
18320,eb44aafa74bd8fb0,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb44aafa74bd8fb0_focus_825_src0.npz,825,833,11,42,22,20,other_leads_focus,ambiguous,0,0.0,7.400000095367432,15.716768264770508,0,0,0,0
18321,eb474ea8ca8da33d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb474ea8ca8da33d_focus_30_src3.npz,30,2,1,40,30,10,other_follows_focus,maintains,1,0.0,7.400000095367432,3.6685447692871094,2,4,4,1
18322,eb474ea8ca8da33d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb474ea8ca8da33d_focus_30_src3.npz,30,2,1,40,20,20,other_follows_focus,maintains,1,0.0,7.400000095367432,3.6685447692871094,2,4,4,1
18323,eb474ea8ca8da33d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb474ea8ca8da33d_focus_30_src3.npz,30,3,3,76,66,10,other_follows_focus,maintains,1,0.0,8.0,9.094860076904297,2,4,4,1
18324,eb474ea8ca8da33d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb474ea8ca8da33d_focus_30_src3.npz,30,3,3,76,56,20,other_follows_focus,maintains,1,0.0,8.0,9.094860076904297,2,4,4,1
18325,eb474ea8ca8da33d,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb474ea8ca8da33d_focus_30_src3.npz,30,3,3,76,46,30,other_follows_focus,maintains,1,0.0,8.0,9.094860076904297,2,4,4,1
18326,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,474,1,39,29,10,converging_conflict,ambiguous,0,2.200000047683716,2.200000047683716,0.35273444652557373,0,0,0,0
18327,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,451,2,76,66,10,other_leads_focus,ambiguous,0,0.0,6.400000095367432,0.08049064129590988,0,0,0,0
18328,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,451,2,76,56,20,other_leads_focus,ambiguous,0,0.0,6.400000095367432,0.08049064129590988,0,0,0,0
18329,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,451,2,76,46,30,other_leads_focus,ambiguous,0,0.0,6.400000095367432,0.08049064129590988,0,0,0,0
18330,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,440,9,79,69,10,other_leads_focus,ambiguous,0,0.0,7.199999809265137,6.914054870605469,0,0,0,0
18331,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,440,9,79,59,20,other_leads_focus,ambiguous,0,0.0,7.199999809265137,6.914054870605469,0,0,0,0
18332,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,440,9,79,49,30,other_leads_focus,ambiguous,0,0.0,7.199999809265137,6.914054870605469,0,0,0,0
18333,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,815,14,73,63,10,other_leads_focus,ambiguous,0,0.0,8.0,12.422022819519043,0,0,0,0
18334,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,815,14,73,53,20,other_leads_focus,ambiguous,0,0.0,8.0,12.422022819519043,0,0,0,0
18335,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,815,14,73,43,30,other_leads_focus,ambiguous,0,0.0,8.0,12.422022819519043,0,0,0,0
18336,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,473,26,63,53,10,other_leads_focus,maintains,1,0.0,2.700000047683716,10.058086395263672,2,0,4,0
18337,eb60cbc0568cbf7a,/p/yufeng/tri30/dreamer4/waymo/data/waymo_vector_dataset_ooi_centered_training_all/train/eb60cbc0568cbf7a_focus_424_src1.npz,424,473,26,63,43,20,other_leads_focus,maintains,1,0.0,2.700000047683716,10.058086395263672,2,0,4,0
